id	text	pronoun	pronoun_offset	a	a_offset	a_coref	b	b_offset	b_coref	url
test-957	Her father, Henry R. Schoolcraft was an actor who appeared in shows in Mobile, Alabama and at Crisp's Gaiety Theater in New Orleans and who despite his death in 1854, saw to it that his son Luke Schoolcraft and his daughters Jane and Alfreda all pursued careers in theater. She and Jane performed sketches as a pair in local variety theater.	his	211	Luke Schoolcraft	190	False	Jane	225	False	http://en.wikipedia.org/wiki/Alfreda_Chippendale
test-958	According to family tradition, as Pennington traveled in the Northwest Territory in the late 1790s Pennington met Arthur St. Clair, governor of the Northwest Territory, and Thomas Worthington, a fellow Virginian who became governor of Ohio. Pennington's contact with these men, along with the success of the anti-slavery movement in Ohio, reportedly influenced his decision to become an anti-slavery activist. On one of his trips to Vincennes, the territorial capital, Pennington encountered William Henry Harrison, who became the pro-slavery governor of the Indiana Territory in 1801.	his	361	Arthur	114	False	Thomas Worthington	173	False	http://en.wikipedia.org/wiki/Dennis_Pennington
test-973	The doctor stays in a burning building and kills himself, mirroring the way his father died. A girl visits the Moore agency, requesting them to search for her boyfriend Jimmy. Conan tells her Jimmy will meet her at her house if she takes Rachel and Conan with her. As he investigates, Conan realizes the girl wants Jimmy to investigate a kidnapping case involving the brother of a star Tokyo soccer player.	her	155	Moore	111	False	Rachel	238	False	http://en.wikipedia.org/wiki/List_of_Case_Closed_volumes_(1%E2%80%9320)
test-995	(He is not the same as the Mr. Richard Martin (1570--1618) who was the recorder of London, counsel for the Virginia Company and organizer of The Society of Martin's Hundred, whose subsidiary ``particular plantation'' development circa 1618-1619 was known as Martin's Hundred). Martin commanded the Benjamin under Sir Francis Drake in the 1585--86 expedition to harass the Spanish ports in the New World. On his return, Captain Martin married Mary, daughter of Robert Brandon, a prominent English goldsmith and supplier to Queen Elizabeth I of England.	his	407	Mr. Richard Martin	27	False	Robert Brandon	460	False	http://en.wikipedia.org/wiki/John_Martin_(Jamestown)
test-1005	In the general election of December 1918, he was elected as part of the Sinn F*in landslide, defeating the Nationalist J. J. Clancy who had sat for the County Dublin North seat since 1885, by 9,138 to 4,428. Frank Lawless took part in the Easter Rising of 1916, being second in command under Thomas Ashe in the fight at Ashbourne, County Meath. Two of his sons were also combatants on that occasion.	his	352	J. J. Clancy	119	False	Thomas	292	False	http://en.wikipedia.org/wiki/Frank_Lawless
test-1019	Eventually the soothsayer Calchas met up with the queen telling her that she must return to Lemnos, escorted by a Warrior Queen, so that a lesson could be learned. Antiope and a group of Amazons agreed to escort the former Queen in order to discover what truth would be revealed for Antiope as well. Her sister Hippolyta returned to Themyscira.	her	64	Calchas	26	False	Warrior Queen	114	False	http://en.wikipedia.org/wiki/Antiope_(DC_Comics)
test-1020	He also requested an award to the soldiers, while ordering a number of officers that he felt were difficult to control, including Zhu Kerong (the grandson of a former military governor, Zhu Tao) to report to Chang'an, hoping that the imperial government would give them proper discipline and rewards such that they would become faithful to the imperial government. He further recommended that Lulong be divided into three circuits and recommended Zhang Hongjing, Xue Ping, and Lu Shimei (***) to take over the three circuits.	he	85	Zhu Kerong	130	False	Zhu Tao	186	False	http://en.wikipedia.org/wiki/Liu_Zong
test-1023	He was called up after only 11 games in the AHL with the Richmond Robins. In his first season with the Flyers Barber scored 30 goals and 34 assists and was a contender for the Calder Trophy for rookie of the year. Barber was converted to left wing by coach Fred Shero. He scored at least 20 goals every season.	his	77	Richmond	57	False	Flyers	103	False	http://en.wikipedia.org/wiki/Bill_Barber
test-1032	Other artists who have recorded Dennis songs include Dannii Minogue, Delta Goodrem, Christina Aguilera, Carrie Underwood, Jordin Sparks, C*line Dion, Ana Torroja, Emma Bunton, Melanie C, Ronan Keating, Rachel Stevens, Janet Jackson, Thal*a, Hear*Say, S Club Juniors, Pink, Brooke Hogan, Michelle McManus, Hooverphonic, Jentina, Sophie Ellis-Bextor, R*is*n Murphy, David Cook, Heidi Montag and LeToya Luckett. Cathy Dennis has contributed backing vocals to many of the songs she has written, including several songs for Kylie Minogue and Britney Spears' ``Toxic''. Cathy Dennis is currently working with Heidi Montag on her debut album, Cathy wrote 'Turn Ya Head' for Heidi which was released as promotional single and co-wrote ``Look How I'm Doin''' for her debut album.	she	474	Kylie Minogue	519	False	Heidi Montag	603	False	http://en.wikipedia.org/wiki/Cathy_Dennis
test-1038	In the second round she recovered from a set down to beat Shuai Peng in three sets. In the third round Wickmayer dispatched Italian Sara Errani 6--3, 6--4. In the fourth round Wickmayer defeated Petra Kvitov* 4--6, 6--4, 7--5 to reach the quarterfinals where she beat Kateryna Bondarenko 7--5, 6--4 to reach the semifinals before losing to Caroline Wozniacki 6--3, 6--3.	she	20	Shuai Peng	58	False	Sara Errani	132	False	http://en.wikipedia.org/wiki/Yanina_Wickmayer
test-1045	A painting of Johnson's final mission was commissioned by the Oklahoma State Senate Historical Preservation Fund, Inc. in 2000 and hangs in the Oklahoma State Senate conference room on the fourth floor of the Oklahoma State Capitol. Johnson collaborated with aviation author Martin Caidin to write his autobiographical story of the 56th Fighter Group, Thunderbolt!	his	298	Martin Caidin	275	False	Thunderbolt	352	False	http://en.wikipedia.org/wiki/Robert_S._Johnson
test-1049	He left open-wheel racing briefly in 1995, driving for Alfa Romeo in the International Touring Car Championship. In , he made the move to Formula One, making his debut for the Minardi team, after being the official test driver the previous season. However he did not complete the full season since Minardi required a driver who could bring funding to the team, and replaced Fisichella with Giovanni Lavaggi. For 1997 he made the move to Eddie Jordan 's eponymous team, where he drove alongside former F1 champion Michael Schumacher 's brother Ralf, himself a former Formula Nippon champion.	he	417	Giovanni Lavaggi	390	False	Eddie Jordan	437	False	http://en.wikipedia.org/wiki/Giancarlo_Fisichella
test-1058	Ash rushes over to Mewtwo, believing that this is the first time he's seen Mewtwo, and he and Brock try to free Mewtwo from the machines that are suppressing his mind and body, partly as thanks for Mewtwo protecting Pikachu earlier. However, Mewtwo is weak from using what was left of his power and strength to destroy the machines that held him, putting his life force in jeopardy, but Ash carries Mewtwo away from Giovanni's battle while Brock, Misty and the other clones along with the bug Pok*mon keep Team Rocket occupied.	his	158	Ash	0	False	Brock	94	False	http://en.wikipedia.org/wiki/Pok%C3%A9mon:_Mewtwo_Returns
test-1062	When that plan doesn't seem to be working, Bruno conceives of ``Plan B'': seducing Pablo and stealing him away from Laura himself. Bruno discusses his ideas and his progress with his friend Victor (Dami*n Canduci), a sort of partner in crime and a sounding board for Bruno. As according to his plan, Bruno begins a clandestine ``relationship'' with Pablo.	him	102	Bruno	43	False	Victor	190	False	http://en.wikipedia.org/wiki/Plan_B_(2009_film)
test-1064	Xie Jing was a military general of Eastern Wu during the Three Kingdoms period of Chinese history. He was a subordinate of Sun Huan during the Battle of Xiaoting against Shu Han forces. He engaged Zhang Bao in battle but was forced to retreat. Xie was caught off guard by Zhang during a surprise attack on his camp and was killed in action.	He	99	Sun Huan	123	False	Shu Han	170	False	http://en.wikipedia.org/wiki/Xie_Jing
test-1069	In Swash's opinion, Mickey had only been used for ``light relief'' since September 2005, when Swash was forced to take a three month break from the serial after he contracted meningoencephalitis -- a rare form of viral meningitis, which makes the brain swell up. EastEnders writers were reported to be ``frantically reworking scripts'' to explain Mickey's sudden disappearance, and according to Swash, this meant that a big storyline concentrating on the relationship between Mickey and his estranged father Mike had to be cut.	his	487	Swash	395	False	Mike	508	False	http://en.wikipedia.org/wiki/Mickey_Miller
test-1082	On 29 August 2010 the main stand was named the ``Frank Whitcombe Stand'' as a tribute to Whitcombe's hard work at the club over many years, especially with the young players at Keighley RUFC. A game took place between Keighley RUFC and Skipton RFC, coached by his son Martin, after which Mrs Mollie Whitcombe, Frank's widow, after a short ceremony officially named the stand.	his	260	Martin	268	False	Mollie Whitcombe	292	False	http://en.wikipedia.org/wiki/Frank_Whitcombe_Jr
test-1091	Rodrigo Dorfman (born 1967 in Santiago, Chile) is a multimedia filmmaker. He has worked with his father Ariel Dorfman on films including ``My House is on Fire''. Rodrigo has contributed to Andre Codrescu 'ss Exquisite Corpse and the Durham Herald-Sun 'ss award winning bilingual page Nuestro Pueblo; he was the Triangle's Spectator Magazine's film critic (2000-2001) and a commentator for WUNC Radio.	he	300	Andre Codrescu	189	False	Nuestro Pueblo	284	False	http://en.wikipedia.org/wiki/Rodrigo_Dorfman
test-1092	His entrance music was of the techno genre, which was popular in some American and German dance clubs at the time, and he often danced as he walked to the ring or once he got in the ring. His first feud was with Jean-Paul Levesque, whom he defeated at Starrcade in December in both men's pay-per-view debut. In his early career, Wright went undefeated in matches against several WCW superstars including Bobby Eaton in January 1995 at Clash of the Champions and Paul Roma at SuperBrawl V in February of '95.	His	188	Jean-Paul Levesque	212	False	Bobby Eaton	404	False	http://en.wikipedia.org/wiki/Alex_Wright
test-1093	Lawrence was released from his contract after two years with Swansea City on May 4, with his former loan employers Crewe Alexandra interested in a permanent move. In September 2009 He signed a deal to play for San Juan Jabloteh in his native Trinidad. On 18 March 2010 Wrexham manager Dean Saunders revealed that Lawrence was training at his former club along with fellow former Swansea player Kristian O'Leary.	his	231	Dean Saunders	285	False	Kristian O'Leary	394	False	http://en.wikipedia.org/wiki/Dennis_Lawrence
test-1095	Strand Johansen, who was the main organizer of NKP's election campaign in 1949, was central also in the internal conflict that ensued and headed the faction that opposed Peder Furubotn -- the ``L*vlien faction'' as it was named after party chairman Emil L*vlien. In the book Fiendebilde Wollweber (Enemy picture Wollweber) by Norwegian historian Lars Borgersrud, Strand Johansen is portrayed as a vitriolic opponent of the Furubotn faction. The conflict climaxed on October 26, 1949 when Strand Johansen together with five or more people showed up in the party offices in Klingenberggata 4 and kicked out Furubotn's supporters. The purge began six days prior when he had initiated the move against Furubotn at a meeting of trustees of the Oslo party, levelling against the supporters of Peder Furubotn fierce accusations of factionalism and of having set up an illegitimate party leadership -- ``the second center''.	he	664	Peder Furubotn	170	False	Lars Borgersrud	346	False	http://en.wikipedia.org/wiki/Johan_Strand_Johansen
test-1097	Katie Sketch is now performing with Gentleman Reg and has been seen in some shows at the Gladstone Hotel and the Beaver in Toronto, Ontario. In 2008, along with former Organ member Jenny Smyth, Sketch opened gay-friendly Toronto bar and hang-out, The Henhouse. As of November 2016, Katie is the guitarist of a Toronto-based all girl band, Vag Halen. She now goes professionally by the name Katie Ritchie.	She	350	Jenny Smyth	181	False	Vag Halen	339	False	http://en.wikipedia.org/wiki/The_Organ_(band)
test-1104	Among his pupils was the American soprano Geraldine Farrar. He died on June 30, 1901 at his birthplace, Fermo, in Italy. During his career, Graziani had faced strong competition on stage from a number of other outstanding Italian baritones. Probably the greatest of his immediate rivals was Roman-born Antonio Cotogni, whose voice was of similar quality and range to Graziani's.	his	266	Geraldine	42	False	Antonio Cotogni	302	False	http://en.wikipedia.org/wiki/Francesco_Graziani_(baritone)
test-1105	In her early years in New York City, following the Whitney fellowship, Tancons worked as a personal assistant and curatorial research assistant for artist Coco Fusco on the landmark exhibition Only Skin Deep: Changing Visions of the American Self (2003).	her	3	Whitney	51	False	Coco Fusco	155	False	http://en.wikipedia.org/wiki/Claire_Tancons
test-1112	Therapy proves useless and Jane and Taylor still continue to see each other, even going as far as sneaking out to a gay bar, which Jane gets grounded for when she comes home at 4 AM. Janice, meanwhile, goes to her two close friends to talk about the situation. Despite both her friends saying that Janice should accept Jane for who she is, as it is a mother's duty to love her child, Janice refuses to as she believes Jane is ruining her life.	her	210	Taylor	36	False	Jane	319	False	http://en.wikipedia.org/wiki/The_Truth_About_Jane
test-1118	Newman developed the theory and practice of Social Therapy in the 1970s, founding the New York Institute for Social Therapy in 1977. Along with psychologist Lois Holzman, Fulani has worked to incorporate the social therapeutic approach into youth-oriented programs, most notably the New York City-based All Stars Project, which she co-founded in 1981.	she	328	Newman	0	False	Lois Holzman	157	False	http://en.wikipedia.org/wiki/Lenora_Fulani
test-1132	In between the two latter films, Jones played Mr. Mertle in The Sandlot (1993), a role he reprised again in The Sandlot 2 (2005); and voiced the character of Mufasa in the 1994 animated Disney film The Lion King, he voiced that character again in the sequel The Lion King II: Simba's Pride (1998). Although uncredited, Jones' voice is possibly heard as Vader at the conclusion of Star Wars: Episode III -- Revenge of the Sith (2005). When specifically asked whether he had supplied the voice, possibly from a previous recording, Jones told Newsday: ``You'd have to ask Lucas about that.	he	87	Mufasa	158	False	Lucas	569	False	http://en.wikipedia.org/wiki/List_of_James_Earl_Jones_performances
test-1143	He is hunted down by Danny Brickwell and Michael Amar because he is the only one who can disable the nukes that Darhk has launched, forcing Team Arrow to rescue him and recruit his assistance in disabling the nuclear missiles, although his best efforts are only able to stop the missiles after one missile is launched and redirect that missile to a relatively small town. Before teaming up with her father to stop the missiles, Donna revealed to Felicity that Noah didn't abandon them; rather, Donna and Felicity left Noah after Donna discovered his life of crime, not wanting their daughter to be corrupted.	he	62	Michael Amar	41	False	Darhk	112	False	http://en.wikipedia.org/wiki/Calculator_(comics)
test-1156	She is the one who was responsible for organizing the breakfast carts, a charity act that offered a free breakfast to any child the opportunity to grab something to eat on the way to school. Maria Love and Ansley Wilcox, Christian charity reformers, were strongly against giving aide to just anyone without evaluating them to see if they deserved it. Since Margaret funded these carts out of her own pocket, Maria Love refused to keep them going after Margaret's death.	her	392	Ansley Wilcox	206	False	Maria Love	408	False	http://en.wikipedia.org/wiki/City_of_Light_(novel)
test-1165	Eveline Allen Burgess (September 19, 1856 -- July 10, 1936) of Lamoni, Iowa was the American women's chess champion from 1907 to 1920. She was born as Eveline Allen on September 19, 1856 in Ogden, Utah to James T. Allen, and Elizabeth Pidd. Her family moved to St. Joseph, Missouri, while she was an infant.	Her	241	James T. Allen	205	False	Elizabeth Pidd	225	False	http://en.wikipedia.org/wiki/Eveline_Burgess
test-1166	The McGoffs are proud residents of Charlestown who see an attempt to change the dynamics of their school as an assault on their families. The Twymons have long endured sub-standard education and are hoping that busing will finally change this. Colin Diver, a Harvard Law School graduate and assistant to Mayor Kevin White, and his wife Joan Diver, director of The Hyams Foundation, move into the gentrifying South End, a block from one of the Twymon sisters, who lives with her children in the shoddily constructed Methunion Manor housing project.	his	327	Kevin White	310	False	Joan Diver	336	False	http://en.wikipedia.org/wiki/Common_Ground_(book)
test-1173	Two of his sons, Henry De Lamar Clayton, Jr. and Bertram Tracy Clayton, later became United States Congressmen. He was twice elected to the Alabama House of Representatives, serving from 1857 until 1861. Clayton recruited and organized a local militia organization and was elected as its captain. Among his subordinate officers was future fellow Civil War general William W. Adams.	his	303	Clayton	63	False	Adams	375	False	http://en.wikipedia.org/wiki/Henry_DeLamar_Clayton_(general)
test-1178	Susie's Law was passed unanimously in both the North Carolina State Senate and North Carolina House of Representatives and was signed into law by North Carolina Governor Beverly Perdue, and took effect on December 1, 2010. Passage was possible through intense citizen involvement when Susie's abuse became public, and fund-raising appeals met with great success. Susie was rescued by Donna Smith Lawrence, who had been seriously injured in an attack by a pit bull, which she had befriended, several months prior to finding Susie.	she	471	Beverly Perdue	170	False	Susie	363	False	http://en.wikipedia.org/wiki/Susie's_Law
test-1190	Sepinwall also opined that it was one of the series' funniest episodes yet, while also working as a ``dramatic marvel'' and having considerable shock value through the lawn mower accident. Maureen Ryan of the Chicago Tribune exalted the hour as ``jaw-dropping awesomeness'' and expected Emmy wins for the writers and director, while praising both Christina Hendricks and Jon Hamm's performances. She directed special praise for Lesli Linka Glatter, saying that ``the way she staged the 'fete' at SC, the injury of Guy, and especially that scene in Kinsey's office was just right.	She	396	Christina Hendricks	347	False	Lesli Linka Glatter	428	False	http://en.wikipedia.org/wiki/Guy_Walks_Into_an_Advertising_Agency
test-1196	She writes, ``Under the guidance of Marie-Therese Geoffrin, Julie de Lespinasse and Suzanne Necker, Parisian salons became the civil working spaces of the project of Enlightenment.'' Goodman uses Geoffrin to argue that salonni*res in the eighteenth century represented a re-shaping of an existing form of sociability that would serve the ambitions of the women who ran them. Goodman states, ``In using the social gathering and transforming it to meet their own needs, Madame Geoffrin and salonni*res like her created a certain kind of social and intellectual space that could be exploited by the expanding group of intellectuals who were beginning to call themselves ''philosophers.	her	505	Julie de Lespinasse	60	False	Goodman	183	False	http://en.wikipedia.org/wiki/Marie_Th%C3%A9r%C3%A8se_Rodet_Geoffrin
test-1199	On March 12, 1909, after arriving in Palermo, Petrosino received a message from someone claiming to be an informant, asking the detective to meet him in the city's Piazza Marina to give him information about the Mafia. Petrosino arrived at the rendezvous, but it was a trap. While waiting for his 'informant,' Petrosino was shot to death by Mafia assassins. Vito Cascioferro was arrested for Petrosino's murder but was released after an associate provided an alibi. However, he later claimed to other crime figures that he had killed Petrosino, and this helped propel him into the position of capo di tutti capi (boss of bosses).	him	146	Petrosino	46	False	Vito	358	False	http://en.wikipedia.org/wiki/Joseph_Petrosino
test-1202	El*sabet moved to Sweden in January 2009 to take over Kristianstads DFF of the Swedish Damallsvenskan. She has been leading the team as a head coach for six consecutive seasons and has helped the club develop their organization and show some good results from season to season. Through her time at the club Kristiantads DFF has signed some big names including Icelandic stars Margr*t L*ra Vi*arsd*ttir and Sif Atlad*ttir, Danish international Johanna Rasmussen and Swedish stars Hedvig Lindahl (sold to Chelsea 2015), Kosovare Asllani (sold to PSG 2012) and Josefine *qvist (sold to Montpellier 2013).	her	286	Margr*t L*ra Vi*arsd*ttir	376	False	Sif Atlad*ttir	406	False	http://en.wikipedia.org/wiki/El%C3%ADsabet_Gunnarsd%C3%B3ttir
test-1203	He was employed at Portsmouth at the end of 1716, but returned to Sheerness on 7 April of the following year. At the end of July 1719, he joined the expedition to Vigo, Spain, under Richard Temple, 1st Viscount Cobham, and took part in the capture of the citadel, which surrendered on 10 October. On his return home, Romer was appointed engineer in charge of the northern district and Scotland, and arrived in Edinburgh on 19 March 1720.	he	135	Vigo	163	False	Richard Temple	182	False	http://en.wikipedia.org/wiki/John_Lambertus_Romer
test-1213	Michael meets with Bird and Hawkins and the latter says that he was one of the first on the scene of the crash and that he is sorry about Rex's death. Michael starts to believe that his son is really dead; he remembers the crash, yet again, with additional information. Michael realizes that Hawkins was trying to kill him in the crash. As soon as he figures out the situation, Michael wakes up with Rex and Emma; he is relieved to see Rex.	he	61	Michael	0	False	Bird	19	False	http://en.wikipedia.org/wiki/Say_Hello_to_My_Little_Friend
test-1221	After witnessing the hurtful event she returns to her hotel meets Arjun and Maya. Main cast Jennifer Winget as Maya Mehrotra/ Maya Arjun Sharma(Arjun's ex-wife/Main lead) Kushal Tandon as Arjun Sharma(Main Male Protagonist) Aneri Vajani as Saanjh Arjun Sharma/ ( nee Mathur ) (Arjun's best friend and his second wife/Second Female Lead) Sumit Bhardwaj as Ayaan Sharma (Arjun's half-brother/Second Male Lead) Additional cast Kavita Ghai as Jhanvi Mehrotra (Maya's mother) Vibha Bhagat as Suman Prem Mathur (Saanjh's mother) Rakshit Wahi as Shubh Prem Mathur (Saanjh's brother) Former cast Swati Shah as Vandana Sharma (Arjun's stepmother and Ayaan's mother; dead) Imran Khan as Prem Mathur (Saanjh's father; dead) Piyush Sahdev as Rajeev Randhawa/ Samay Ahuja, (Maya's obsessed lover, Saanjh's ex-fianc*; dead) Rajesh Khattar as Ashwin Mehrotra(Maya's father; dead) Cameos Yahvi Dubey as Child Maya Mehrotra Sharad Vyas as Mr. Malkhani, Saanjh's boss Shraddha Jaiswal as Maya's Neighbor Vaishnavi Dhanraj as Maya's Lawyer	her	50	Arjun	66	False	Maya	76	False	http://en.wikipedia.org/wiki/Beyhadh
test-1228	She best known for her role of Jessica Buchanan & Megan Buchanan Rappaport as well as the new character Erin (as of September 8, 2011) on One Life to Live. Torpey was nominated for a Daytime Emmy in 2000. Following her departure as Jessica, the role was taken over by a virtual look alike, Bree Williamson.	her	215	Jessica	232	False	Bree Williamson	290	False	http://en.wikipedia.org/wiki/Erin_Torpey
test-1241	He appeared in 98 episodes (95 episodes of Law & Order and three episodes of Homicide: Life on the Street). He also appeared in Exiled: A Law & Order Movie. Curtis is introduced as a homicide detective in the New York Police Department, the junior partner of Lennie Briscoe (played by Jerry Orbach) in Manhattan's 27th Detective Squad. In contrast with his predecessor, Mike Logan, Curtis -- a conservative, devout Catholic -- does his job by the book, and views it in black and white terms:	his	353	Lennie Briscoe	259	False	Mike Logan	370	False	http://en.wikipedia.org/wiki/Rey_Curtis
test-1251	Everything changes suddenly when Roopa meets a handsome young man, Raj, and they fall in love with each other. Raj then breaks her heart when he tells her that his mother, Malti, who works as a maidservant in Suresh's household, has always favored Ratan over him and has made him promise to step out of Ratan's way.	his	160	Suresh	209	False	Ratan	248	False	http://en.wikipedia.org/wiki/Munimji
test-1264	In the playoffs, Belfour posted a 2.71 GAA and a .915 Save% in seven games in an opening-round loss to the Flyers. On April 16 in Game Four at the Air Canada Centre, Ed made 72 saves before losing 3-2 on an overtime goal by Mark Recchi. Belfour finished as runner-up for the Vezina Trophy, won that year by the Devils' Martin Brodeur. In 2003--04, he posted a 34-19-6 record in 59 games as the Maple Leafs finished fourth overall in the conference standings.	he	348	Mark Recchi	224	False	Martin Brodeur	319	False	http://en.wikipedia.org/wiki/Ed_Belfour
test-1285	Subsequent studies with Nadia Boulanger, Luigi Dallapiccola, Darius Milhaud, Paul Hindemith, and Philip Bezanson in composition, William Steinberg and Leonard Bernstein in conducting, and Hugo Kortschak and Ivan Galamian on violin took Yannatos to Yale University (B.M., M.M.), the University of Iowa (Ph.D.), Aspen, Tanglewood, and Paris. As a young violinist, he performed at the Casals Festival and elsewhere in various professional ensembles, including a piano trio, a string quartet, and early music groups with Hindemith and Boulanger.	he	362	Ivan Galamian	207	False	Hindemith	517	False	http://en.wikipedia.org/wiki/James_Yannatos
test-1303	Bentley, while suffering severe debilitation, was not insane. The jury took 75 minutes to decide that both Craig and Bentley were guilty of PC Miles's murder. Bentley was sentenced to death with a plea for mercy on 11 December 1952, while Craig was ordered to be detained at Her Majesty's Pleasure (he was eventually released in May 1963 after serving 10 years' imprisonment and has been a law abiding citizen ever since).	Her	275	PC Miles	140	False	Craig	239	False	http://en.wikipedia.org/wiki/Derek_Bentley_case
test-1318	However, Markbreit became confused by the similar design of both sides of the coin: one side had two helmets and the other side showed two players holding helmets. Thus, he incorrectly thought ``heads'' had landed. When Markbreit became confused, NBC Sports play-by-play announcer Dick Enberg ordered his producer to cut off the microphones surrounding midfield and pull away from the tight shot involving Markbreit, Kuechenburg and Redskins quarterback Joe Theismann. After a short discussion with his head linesman, Dale Hamer, Markbreit corrected his mistake before the kickoff.	his	301	Markbreit	9	False	Kuechenburg	417	False	http://en.wikipedia.org/wiki/Jerry_Markbreit
test-1325	Influenced from the mid-nineties by the works of Imi Knoebel, Agnes Martin and Ad Reinhardt, Hannah Maybank uses both construction and destruction to create works which echo our relationship to time and the natural world. The cycles within life, both birth and decay, are reflected by the process in which her paintings are made: layers upon layers of latex and acrylic paint are built up to be then stripped, cut and peeled away to reveal both the composition and lifespan of the piece.	her	306	Agnes Martin	62	False	Ad Reinhardt	79	False	http://en.wikipedia.org/wiki/Hannah_Maybank
test-1338	The Allmusic review by Thom Jurek awarded the album 31*2 stars stating ``Meaning and Mystery is yet another album in the Douglas catalog that showcases his fine compositional and arrangement abilities, but more than this, it's the sound of a group in the process of continued restless development long after the bandmembers have found their collective voice''. On All About Jazz Paul Olsen said ``Meaning and Mystery is yet another superlative recording from Douglas. Will his well of inspiration never run dry?''.	his	152	Thom Jurek	23	False	Paul Olsen	379	False	http://en.wikipedia.org/wiki/Meaning_and_Mystery
test-1349	Henry and Ruby arrive and Henry convinces Regina to have faith in his belief that Emma and Mary Margaret will defeat Cora and be the ones to come back into Storybrooke. Regina absorbs the energy of the spell and it dissipates just in time for Emma and Mary Margaret to emerge. Henry explains that Regina saved them, and Emma thanks her. Ruby takes Mary Margaret to David, and she successfully awakens him with true love's kiss.	her	332	Emma	320	False	Ruby	337	False	http://en.wikipedia.org/wiki/Queen_of_Hearts_(Once_Upon_a_Time)
test-1354	Jovanovi* wrote an extensive report on the uprising in Montenegro and the reasons for the unsuccessful attempt on Pljevlja. In this report he described the shortcomings of the partisan forces. When Joseph Stalin broke with Josip Broz Tito in 1948, General Jovanovi* openly sided with the Soviet Union. He was murdered by Yugoslav border guards while trying to escape to Romania with Vlado Dap*evi* and Branko Petri*evi*.	he	139	Joseph Stalin	198	False	Josip Broz Tito	223	False	http://en.wikipedia.org/wiki/Arso_Jovanovi%C4%87
test-1355	It is implied that she is really her former voice actress, Susie Campbell, who was transformed like Sammy Lawrence and Norman Polk. If the player chooses the Path of the Angel at the crossroads, it is revealed in an audio log that Campbell was replaced by a woman named Allison Pendle to play the voice of Alice Angel, which makes her extremely depressed.	she	19	Sammy Lawrence	100	False	Norman Polk	119	False	http://en.wikipedia.org/wiki/Bendy_and_the_Ink_Machine
test-1370	After the house was complete, her father joined the National Guard and was sent to the mainland to begin boot camp while her mother struggled between work, school, and four kids. At the age of 9, Otero saw the Gloria Estefan Let It Loose Homecoming Concert. She remarked to her mother: ``When I grow up, I want to do that!''	her	121	Gloria Estefan	210	False	mother	278	False	http://en.wikipedia.org/wiki/Melissa_Otero
test-1374	Edward, reaching the point of insanity, threatens to kill the princess, but the princess, finally having enough of Edward, beats the traitor up in frustration. Gulliver then helps to make peace between the rival island-nations by reciting Edwin Starr's ``War'' and he, along with Darcy, return to New York City on their repaired boat.	he	265	Edwin Starr	239	False	Darcy	280	False	http://en.wikipedia.org/wiki/Gulliver's_Travels_(2010_film)
test-1376	The last clone body not destroyed by Skywalker or traitorous Imperials is now aging rapidly, and Palpatine's final end is near, unless he can either fix his genetic material (an impossibility since no unaltered samples remain) or insert his spirit into another body. After consulting with ancient Sith Lords on the mausoleum planet Korriban, Palpatine learns that Han and Leia's youngest child, named Anakin after his deceased grandfather, has the only workable body.	his	237	Han	364	False	Anakin	401	False	http://en.wikipedia.org/wiki/Dark_Empire
test-1380	Alicia Douvall (born Sarah Howes) is an English glamour model, actress, and reality television contestant known for her numerous plastic surgery operations. Douvall has appeared in several reality television shows, and has been the subject of two television documentaries by filmmaker Anna Keel: ``Rehab: Alicia Douvall'' and ``Glamour Models, Mum & Me''. She has been romantically linked to actors Dean Gaffney and Mickey Rourke, and was once engaged to basketball player Dennis Rodman.	She	356	Anna Keel	285	False	Dean Gaffney	399	False	http://en.wikipedia.org/wiki/Alicia_Douvall
test-1383	Crossfire (William Cross) is a fictional character, a supervillain appearing in American comic books published by Marvel Comics. Crossfire is the cousin of Darren Cross and the second cousin of Augustine Cross. Crossfire's first appearance was in Marvel Two-in-One #52 (1979) and was created by writer Steven Grant and artist Jim Craig. His next appearance in Hawkeye Vol. 1 #4 (1983) was the first of many encounters with the title character.	His	337	Darren Cross	156	False	Steven Grant	302	False	http://en.wikipedia.org/wiki/Crossfire_(comics)
test-1386	The exuberant musician with his leather-cased violin strode into the lobby of the New Albany Hotel this morning with the poise of a concert musician and the aggressive air of a top-flight general. Mayor James W. ``Taxi'' Smith, Sam Morris and Bill Buntin of the Exchange Club met the violinist at the door of the elevator. After greeting the Albanians, Mr. Rubinoff began a discussion of cameras and their qualities with Jack Holland, Herald Photographer. At the same time he removed his violin valued at $100,000 from the case.	his	28	Sam Morris	228	False	Jack Holland	421	False	http://en.wikipedia.org/wiki/David_Rubinoff
test-1394	In 1812 Susan purchased two new properties for the family: Canonteign House, where her eldest son Pownoll lived with his wife Eliza, and West Cliffe House (now Bitton House) in Teignmouth where she and her husband resided after his retirement, with various children and grandchildren, until his death in 1833. Susan disapproved of the posthumous biography of Pellew, commissioned by his brother Samuel and written by Edward Osler, and she burned the majority of her husband's personal correspondence.	his	228	Pownoll	98	False	Susan	310	False	http://en.wikipedia.org/wiki/Susan_Pellew
